model,fold,generation_id,prompt_id,source_path,raw_sha256,extracted_code_sha256,saved_code_block_sha256,extraction_route,saved_block_matches_original_extractor,new_code_differs_from_saved_block,saved_block_parse_ok,saved_block_status,status,parse_ok,compile_ok,third_party_import,import_modules,error_type,error_message
deepseekcoder,A,3302__repeat_2,3302,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,d0b61af0b320dedd16135deeccab83a1248b97623351632385c369714a74a940,90ee8a1ab778b6d88cc79534105740252079db0c3ac58cddf18fdfcc55f393e3,90ee8a1ab778b6d88cc79534105740252079db0c3ac58cddf18fdfcc55f393e3,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""openslide"", ""tiffslide""]",,
deepseekcoder,A,3302__repeat_3,3302,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,a2731d612118a457073149a2b155805d96e53c3d04612cdc2dba69edee895604,8fe39bbc853bb610361c6653070857bf1702481f67942521a2a711e014531462,8fe39bbc853bb610361c6653070857bf1702481f67942521a2a711e014531462,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""ome_types"", ""ome_zarr""]",,
deepseekcoder,A,3302__repeat_4,3302,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,e684f262e9d1fc945c53bd0b56573af92f6dd47358837d9b9f1a628d69ab47f7,1940cfbfb8552321b9e929d4bf2dd70f2271af8c970469caa52cafff7a7dd860,1940cfbfb8552321b9e929d4bf2dd70f2271af8c970469caa52cafff7a7dd860,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""numpy"", ""ome""]",,
deepseekcoder,A,3302__repeat_5,3302,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,2df8befecad79eaa523c6a9cab7429106ad8c096fd0a420f8a46cbc6844a3ce5,c4018d2edd4e8935a96b454fbe8e16603e113a8c0186855ff1e552408e2ad86d,c4018d2edd4e8935a96b454fbe8e16603e113a8c0186855ff1e552408e2ad86d,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""numpy"", ""ome_tiff"", ""ome_types""]",,
deepseekcoder,A,3063__repeat_1,3063,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,55aced7e4feb42f274162575625504840c03567827e235262322d82a323c7a3a,b0e8d8798d0b1fc29f06bb5093442a137eb7351ca8bebfd82739c37d1c01c128,82c114e6ab2bc7fbe23b22832db52e0593feb0430dff8f2b97d27a1ea0856081,python_fence,False,True,False,parse_failure,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,A,3063__repeat_2,3063,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,efb150299b22cd2332c67b0f9f9b7e9c474ed4c0f63dd08c9435bee0f13b7092,1843ae8adb68b3d1a9658877abe803ee189b2e9a04e4a1f4595e198a22b53142,1843ae8adb68b3d1a9658877abe803ee189b2e9a04e4a1f4595e198a22b53142,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,A,3063__repeat_3,3063,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,1ba73a9c624e6407d06eea920507c8f7405da10c78be7890c4db9d9adce32754,63101265081804dd2290eb95b8d369c8b50060c526b6a58a7e0585ffbf8dfc15,63101265081804dd2290eb95b8d369c8b50060c526b6a58a7e0585ffbf8dfc15,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,A,3063__repeat_4,3063,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,fead12d6e6ee1dffadf1ceabb0043014a0aa1ea78b042011f19d00c6bd3e5504,cda09df44f9f943d8dcdd408cc68761f8ca7697562cfc361afca50c793be34fd,cda09df44f9f943d8dcdd408cc68761f8ca7697562cfc361afca50c793be34fd,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,A,3063__repeat_5,3063,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,a097b024b514aac349cf7d560aa9a7807ff83b8d20a2ca53efc7f72f05ac276c,d65eaeba5c57f3c71afb35390b522d8125cc76366988cb7c403ebf4acfee3faf,d65eaeba5c57f3c71afb35390b522d8125cc76366988cb7c403ebf4acfee3faf,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,A,2000__repeat_1,2000,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,40d3bf7aa7a87ee9bfe03e4d79b16b1598d0968c09534df504038ee279048db3,4ce395570e00c4e4d94dcac965f0bb42d3b924246cb5098c08adef2c2cc81f67,4ce395570e00c4e4d94dcac965f0bb42d3b924246cb5098c08adef2c2cc81f67,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""shazamkit""]",,
deepseekcoder,A,2000__repeat_2,2000,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,1b9ca3871ee66ac8b28befb77e9e0c43515cd1e36f4ffbe60c1aa70cb430ae0a,1b9ca3871ee66ac8b28befb77e9e0c43515cd1e36f4ffbe60c1aa70cb430ae0a,1b9ca3871ee66ac8b28befb77e9e0c43515cd1e36f4ffbe60c1aa70cb430ae0a,answer_fallback,True,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,A,2000__repeat_3,2000,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,91492931b13b7d04ea6ea7f0bdeeb0c350d8c782ca97ddef4177ecd2ce077b93,047f4f740311769616e85af274367f34ccb0fe867e08ebb1abb9f98939ef20e6,047f4f740311769616e85af274367f34ccb0fe867e08ebb1abb9f98939ef20e6,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""google"", ""io""]",,
deepseekcoder,A,2000__repeat_4,2000,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,203ce569f90f83be25e63d454076615c4d38c4eac107f3711bccf691ac6f9081,14965583844bfe3503facaea9558efe29ec74052139efae67b215c498901076f,14965583844bfe3503facaea9558efe29ec74052139efae67b215c498901076f,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""shazamkit""]",,
deepseekcoder,A,2000__repeat_5,2000,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,4d0d9c58894d7b6c690948a857417dbd7f54eabfc0431c29742b1225af5c6ebb,04dfdb02a07856f1ffe35a7e4da2cabee7270dc189a35478867b29fef4188888,04dfdb02a07856f1ffe35a7e4da2cabee7270dc189a35478867b29fef4188888,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""shazamkit"", ""sys""]",,
deepseekcoder,A,2347__repeat_1,2347,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,4f7111cbe002867618d311aa4c473ba248a1ea31cc61f74e4d1895b442d0466e,4695649ff007ab3385c2d50892eaec5e9320aa574f4fcaa240af3408c871f999,4695649ff007ab3385c2d50892eaec5e9320aa574f4fcaa240af3408c871f999,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pycuda"", ""pyopencl"", ""sklearn""]",,
deepseekcoder,A,2347__repeat_2,2347,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,634e4b7f45b18148df747fb90051f744231d78693e5dfe0f4a45faca5e642967,2989b30beac15b03a8e59201e5b8941b26e9e2083e26ee70f99c529ce16d2a73,2989b30beac15b03a8e59201e5b8941b26e9e2083e26ee70f99c529ce16d2a73,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""sklearn""]",,
deepseekcoder,A,2347__repeat_3,2347,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,68e0421b1d5577994e70fcfeebf691a746cb214a20b2f425d54440ec9ae35ccc,f15b1aed6307899f976be0e72f1e5508ba8110ebe12ec225ef8bdc5713b35b13,f15b1aed6307899f976be0e72f1e5508ba8110ebe12ec225ef8bdc5713b35b13,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""cv2"", ""keras"", ""matplotlib"", ""numba"", ""numpy"", ""os"", ""pandas"", ""pyopencl"", ""seaborn"", ""sklearn"", ""tensorflow"", ""tensorflow_datasets""]",,
deepseekcoder,A,2347__repeat_4,2347,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,ee90b05d86c22f3fd4620675dca6b3e7bc5e3113864488058267018ebabdf1c7,e79d4d84b948dfa3ff09ff0e9bc95bdf52a300037a03c90e5a5a911acd5b31a8,e79d4d84b948dfa3ff09ff0e9bc95bdf52a300037a03c90e5a5a911acd5b31a8,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pyopencl"", ""sklearn"", ""tensorflow""]",,
deepseekcoder,A,2347__repeat_5,2347,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,a1855645d17af0562e3b2702a36e1ad976d3a79c2312032dd86e8bcb74fbdb26,5cea039c02f435db3fdbc0c0af9fdc2690deb93b3decb61594272c849bc0fb4d,5cea039c02f435db3fdbc0c0af9fdc2690deb93b3decb61594272c849bc0fb4d,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""sklearn""]",,
deepseekcoder,A,59__repeat_1,59,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,5dcdbb07657a6b6ff8fdc3d3ada6feb2f603eed3ed8621f5146668aef1aa12f5,fca0d0f46f15268edbdbaa6f0c62482eb7f90c35cdd5a97f07668f656ef84017,fca0d0f46f15268edbdbaa6f0c62482eb7f90c35cdd5a97f07668f656ef84017,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""cProfile"", ""cupy"", ""matplotlib"", ""numpy"", ""pstats"", ""time""]",,
deepseekcoder,A,59__repeat_2,59,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,cbe0e032fda5ce3eefe059ebdd030a7013286400f1c09676b704a25120752a98,3a22503622d505bb4d481172b9d22e75c8fa137e8f844be54f35f3e44b6e4561,3a22503622d505bb4d481172b9d22e75c8fa137e8f844be54f35f3e44b6e4561,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""cProfile"", ""cudatoolkit"", ""cupy"", ""matplotlib"", ""numpy"", ""pstats"", ""time""]",,
deepseekcoder,A,59__repeat_3,59,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,21f8ed55ce7bba5d3a0576d9300a76d13a2f56894d51023711442355a444d40a,6d951b0accce7f2282afbdf90fe47c8900c27eb62d042dc8f74c690ed1c9fcca,6d951b0accce7f2282afbdf90fe47c8900c27eb62d042dc8f74c690ed1c9fcca,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""cProfile"", ""cupy"", ""matplotlib"", ""numpy"", ""pstats"", ""time""]",,
deepseekcoder,A,59__repeat_4,59,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,9607a54a8963e7dc493a3c0a3a10e5c0c3cdb07c7c85f07fdeb52c01ea2aaad6,8b7c10d628f34da56e33508dd8f54b52b5f0edc4394f63240c1e408e6d8837d3,8b7c10d628f34da56e33508dd8f54b52b5f0edc4394f63240c1e408e6d8837d3,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""numpy"", ""pycuda"", ""time""]",,
deepseekcoder,A,59__repeat_5,59,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,c26a2cf91465b283712dc6f6dc1803be8c182d8869daf8b2842bc63bbed326aa,50f38a6348e500ff77ab4dd956fe2184ce6da206f6d065a1663437861f1012b5,50f38a6348e500ff77ab4dd956fe2184ce6da206f6d065a1663437861f1012b5,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""numpy"", ""psutil"", ""pycuda"", ""sklearn"", ""time""]",,
deepseekcoder,A,4381__repeat_1,4381,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,4a00badc2226ef87adbac30d45492e425b9162d68e5687fa071d7f835ae6541d,18ebb1800996ba022ec46d99e74e7e8110e60d4f18926e36b5b477ad1f37a16d,18ebb1800996ba022ec46d99e74e7e8110e60d4f18926e36b5b477ad1f37a16d,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""requests""]",,
deepseekcoder,A,4381__repeat_2,4381,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,400e476a7196f1310108afd841973010360866b387c80f3003c3da28244a74cc,6d021b137bbea6e71929d4ac27e1c85492e76cf82c92f91158c0f1f2a72f1c52,6d021b137bbea6e71929d4ac27e1c85492e76cf82c92f91158c0f1f2a72f1c52,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""requests""]",,
deepseekcoder,A,4381__repeat_3,4381,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,782be544ffe673ee876d8afb4b7d83da85738a1138e85b69148933adc7aa17db,8f254028b51149d33ee1ae52890f2942f03ae4aa753d6bf9bbee167fb297a08b,8f254028b51149d33ee1ae52890f2942f03ae4aa753d6bf9bbee167fb297a08b,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""urllib""]",,
deepseekcoder,A,4381__repeat_4,4381,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,99023e9389bc7f9a9ad895e565913d62d7428cfd275573ae3b4859e3b7ea3e64,dd85ba0779c4e51f0ce2590b2611c11813de0207614383aef3604de42487c540,dd85ba0779c4e51f0ce2590b2611c11813de0207614383aef3604de42487c540,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""requests""]",,
deepseekcoder,A,4381__repeat_5,4381,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,c618b9daf8d4874a0de984888f6b5d921cdfb080499f43e588365ddd5fc75ac5,533ab56c813edbfaa629fb7a2539d251d8c80d15b38e7dff387d00509f7769ca,533ab56c813edbfaa629fb7a2539d251d8c80d15b38e7dff387d00509f7769ca,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""requests"", ""time""]",,
deepseekcoder,A,547__repeat_1,547,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,13b52972c6317d369a9aaaae70e784d64823d781bacb2551ec63ee73c93eb1b1,043b249f365cc0400a49e0c18b036912ed8f92d86e3c3f825b1c248cf6f24924,043b249f365cc0400a49e0c18b036912ed8f92d86e3c3f825b1c248cf6f24924,python_fence,True,False,True,syntax_valid,syntax_valid,True,True,True,"[""airflow""]",,
