model,method,fold,generation_id,prompt_id,question_sha256,source_path,code_sha256,code_chars,extraction_route,differs_from_archived_code_block,saved_block_matches_original_extractor,archived_parse_ok,archived_status,status,parse_ok,compile_ok,third_party_import,import_modules,error_type,error_message
deepseekcoder,Base,,2845__repeat_3,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,8a9ac8a3b5f404859a3c45d094e104a4fe5951f82a5c329544e5fd97bfc873d8,1405,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PyQt5"", ""os"", ""pylabelstudio"", ""subprocess""]",,
deepseekcoder,Base,,2845__repeat_4,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,cf3e491b975ba786b23afcaa69bd7044c00169339330af9c113cc038df3e6f23,724,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""pylabelstudio""]",,
deepseekcoder,Base,,2845__repeat_5,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,d58f31f3fea871464fee99fff70fba3c428f0e5e9909ce529528ee144133907e,788,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""pylabelstudio""]",,
deepseekcoder,Base,,782__repeat_1,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,ae231dafa58310fc9b54fcaefe9a7e6bb50c4644a60f5d8703577752f8a0a4e8,1684,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_sdk_core"", ""ibm_resource_group"", ""ibm_resource_instances""]",,
deepseekcoder,Base,,782__repeat_2,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,1d550f1b333e30762fe02972b919adae5e6de0c9e3b50ddae4ca379d494fc355,1330,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_boto3"", ""ibm_botocore""]",,
deepseekcoder,Base,,782__repeat_3,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,a9459aabcd5bc9a5635fc9386398db52a159b81e1df8e846da0b1f539861c1a9,2077,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_iaas_services"", ""ibm_cloud_sdk_core""]",,
deepseekcoder,Base,,782__repeat_4,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,9eb6e0cb06b5c296c7a0737ee532bc4810fcb72f734a0bcae722e2bdb32c55ee,1335,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_sdk_core"", ""ibm_cos"", ""ibm_watson""]",,
deepseekcoder,Base,,782__repeat_5,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,5b75c2a245e6c3aea62f8b4c7692bf3bfc37eda926881882b51c3578d1faf4bf,1423,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""ibm_cloud_platform_services"", ""ibm_cloud_sdk_core""]",,
deepseekcoder,Base,,3302__repeat_1,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,a00f53938599511d54d9c91f17690b2a6383bcd529ce7a9bc6ddd0988f45aba9,649,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""omero""]",,
deepseekcoder,Base,,3302__repeat_2,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,90ee8a1ab778b6d88cc79534105740252079db0c3ac58cddf18fdfcc55f393e3,767,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""openslide"", ""tiffslide""]",,
deepseekcoder,Base,,3302__repeat_3,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,8fe39bbc853bb610361c6653070857bf1702481f67942521a2a711e014531462,480,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""ome_types"", ""ome_zarr""]",,
deepseekcoder,Base,,3302__repeat_4,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,1940cfbfb8552321b9e929d4bf2dd70f2271af8c970469caa52cafff7a7dd860,450,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""numpy"", ""ome""]",,
deepseekcoder,Base,,3302__repeat_5,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,c4018d2edd4e8935a96b454fbe8e16603e113a8c0186855ff1e552408e2ad86d,747,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""numpy"", ""ome_tiff"", ""ome_types""]",,
deepseekcoder,Base,,3063__repeat_1,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,b0e8d8798d0b1fc29f06bb5093442a137eb7351ca8bebfd82739c37d1c01c128,167,python_fence,True,False,False,parse_failure,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,Base,,3063__repeat_2,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,1843ae8adb68b3d1a9658877abe803ee189b2e9a04e4a1f4595e198a22b53142,129,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,Base,,3063__repeat_3,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,63101265081804dd2290eb95b8d369c8b50060c526b6a58a7e0585ffbf8dfc15,140,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,Base,,3063__repeat_4,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,cda09df44f9f943d8dcdd408cc68761f8ca7697562cfc361afca50c793be34fd,148,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,Base,,3063__repeat_5,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,d65eaeba5c57f3c71afb35390b522d8125cc76366988cb7c403ebf4acfee3faf,77,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""dapr""]",,
deepseekcoder,Base,,2000__repeat_1,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,4ce395570e00c4e4d94dcac965f0bb42d3b924246cb5098c08adef2c2cc81f67,767,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""shazamkit""]",,
deepseekcoder,Base,,2000__repeat_2,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,1b9ca3871ee66ac8b28befb77e9e0c43515cd1e36f4ffbe60c1aa70cb430ae0a,1019,answer_fallback,False,True,False,no_code,no_code,False,False,False,[],,
deepseekcoder,Base,,2000__repeat_3,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,047f4f740311769616e85af274367f34ccb0fe867e08ebb1abb9f98939ef20e6,648,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""google"", ""io""]",,
deepseekcoder,Base,,2000__repeat_4,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,14965583844bfe3503facaea9558efe29ec74052139efae67b215c498901076f,965,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""shazamkit""]",,
deepseekcoder,Base,,2000__repeat_5,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,04dfdb02a07856f1ffe35a7e4da2cabee7270dc189a35478867b29fef4188888,1453,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""shazamkit"", ""sys""]",,
deepseekcoder,Base,,2347__repeat_1,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,4695649ff007ab3385c2d50892eaec5e9320aa574f4fcaa240af3408c871f999,504,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pycuda"", ""pyopencl"", ""sklearn""]",,
deepseekcoder,Base,,2347__repeat_2,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,2989b30beac15b03a8e59201e5b8941b26e9e2083e26ee70f99c529ce16d2a73,690,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""sklearn""]",,
deepseekcoder,Base,,2347__repeat_3,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,f15b1aed6307899f976be0e72f1e5508ba8110ebe12ec225ef8bdc5713b35b13,1091,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cv2"", ""keras"", ""matplotlib"", ""numba"", ""numpy"", ""os"", ""pandas"", ""pyopencl"", ""seaborn"", ""sklearn"", ""tensorflow"", ""tensorflow_datasets""]",,
deepseekcoder,Base,,2347__repeat_4,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,e79d4d84b948dfa3ff09ff0e9bc95bdf52a300037a03c90e5a5a911acd5b31a8,107,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""pyopencl"", ""sklearn"", ""tensorflow""]",,
deepseekcoder,Base,,2347__repeat_5,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,5cea039c02f435db3fdbc0c0af9fdc2690deb93b3decb61594272c849bc0fb4d,491,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""numpy"", ""sklearn""]",,
deepseekcoder,Base,,59__repeat_1,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,fca0d0f46f15268edbdbaa6f0c62482eb7f90c35cdd5a97f07668f656ef84017,1111,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cProfile"", ""cupy"", ""matplotlib"", ""numpy"", ""pstats"", ""time""]",,
deepseekcoder,Base,,59__repeat_2,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,3a22503622d505bb4d481172b9d22e75c8fa137e8f844be54f35f3e44b6e4561,1128,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cProfile"", ""cudatoolkit"", ""cupy"", ""matplotlib"", ""numpy"", ""pstats"", ""time""]",,
deepseekcoder,Base,,59__repeat_3,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,6d951b0accce7f2282afbdf90fe47c8900c27eb62d042dc8f74c690ed1c9fcca,1066,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""cProfile"", ""cupy"", ""matplotlib"", ""numpy"", ""pstats"", ""time""]",,
deepseekcoder,Base,,59__repeat_4,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,8b7c10d628f34da56e33508dd8f54b52b5f0edc4394f63240c1e408e6d8837d3,1065,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""numpy"", ""pycuda"", ""time""]",,
deepseekcoder,Base,,59__repeat_5,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,50f38a6348e500ff77ab4dd956fe2184ce6da206f6d065a1663437861f1012b5,1404,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""matplotlib"", ""numpy"", ""psutil"", ""pycuda"", ""sklearn"", ""time""]",,
deepseekcoder,Base,,4381__repeat_1,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,18ebb1800996ba022ec46d99e74e7e8110e60d4f18926e36b5b477ad1f37a16d,1556,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""requests""]",,
deepseekcoder,Base,,4381__repeat_2,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,6d021b137bbea6e71929d4ac27e1c85492e76cf82c92f91158c0f1f2a72f1c52,1314,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""requests""]",,
deepseekcoder,Base,,4381__repeat_3,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,8f254028b51149d33ee1ae52890f2942f03ae4aa753d6bf9bbee167fb297a08b,1160,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""urllib""]",,
deepseekcoder,Base,,4381__repeat_4,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,dd85ba0779c4e51f0ce2590b2611c11813de0207614383aef3604de42487c540,1539,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""requests""]",,
deepseekcoder,Base,,4381__repeat_5,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,533ab56c813edbfaa629fb7a2539d251d8c80d15b38e7dff387d00509f7769ca,1277,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""collectd"", ""json"", ""requests"", ""time""]",,
deepseekcoder,Base,,547__repeat_1,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,043b249f365cc0400a49e0c18b036912ed8f92d86e3c3f825b1c248cf6f24924,806,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""airflow""]",,
deepseekcoder,Base,,547__repeat_2,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,a16a9350b476cec21f10b8b10dca3c7b88d93955e8af100bca2a3dcaab0e495f,772,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""airflow""]",,
deepseekcoder,Base,,547__repeat_3,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,14b676ee9ed3a82432724847baf20bf17bca5cef1e58ca2297c5f146e62629b1,1037,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""airflow""]",,
deepseekcoder,Base,,547__repeat_4,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,d4474345fb3ef9e4b138361bd3f476b5c7dd6c38a93b90f28954478775d185e8,1250,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""airflow""]",,
deepseekcoder,Base,,547__repeat_5,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,fb40dec5e664e559a654e70e763fde155fed160d9e57d556f3ae8ad5f6a3a612,941,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""airflow""]",,
deepseekcoder,Base,,4477__repeat_1,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,b405276401ffd433d8c56ba7a4d66b58a00e7b7ad02282cb157bb32bf5ddcafd,1385,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""libheif"", ""os""]",,
deepseekcoder,Base,,4477__repeat_2,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,97bb64f8746a9d3649df55c09053d262366e82ea10c5f6389eb9319b8475c22b,1373,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""heif"", ""os""]",,
deepseekcoder,Base,,4477__repeat_3,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,9dfa38303411b22f4bc2097fc653ae75b3bbdca0c1784aed786d06cf704d5537,981,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""libheif"", ""os""]",,
deepseekcoder,Base,,4477__repeat_4,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,085a86d5219ebe7af7db6219f97e1cbfaac055fc379d56b1ca90763b524da923,1021,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""libheif"", ""os""]",,
deepseekcoder,Base,,4477__repeat_5,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/Base/fold_A/test100_case_repeat5/rq2_details.jsonl,34b338c6d295db0d122b483282a00f178b3799447608bf78d0db2c5425426c9c,968,python_fence,False,True,True,syntax_valid,syntax_valid,True,True,True,"[""PIL"", ""libheif"", ""os""]",,
