model,method,fold,generation_id,prompt_id,question_sha256,source_path,code_sha256,code_chars,extraction_route,differs_from_archived_code_block,archived_parse_ok,archived_status,status,parse_ok,compile_ok,third_party_import,import_modules,error_type,error_message
deepseekcoder,ROME,A,2845__repeat_3,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,79f4ec05eebc715f2f57ad9431bec9ecb4b7a8da20af98cd0124d779e91fbb0b,10481,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2845__repeat_4,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,733ca97ce7834083bdb63d4cee2fc5d2f26ea926a1e2ee445f0ec20810c5b672,10299,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2845__repeat_5,2845,43429b421d2212d294bad75f7a342a03f9cb7b70d3d0ae0ddee8e42bf57efeff,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,c74873ee169de3c8edcd27928e433433f37b3c4839edca6673f6d0925ffb90fe,10610,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,782__repeat_1,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,1a81a212d75c00d304519a628d26801f24a6e784fcc56204fac005bdfc00e78f,1467,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,782__repeat_2,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,eb8bd7a1b7a764c8cc6a35cccecdbe6a9189742356215424728a6ea5b952b7eb,10288,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,782__repeat_3,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,14fb28f9475c78794df3820425b04107e19b04547f00c08f8ab52d4d1e9a5101,10397,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,782__repeat_4,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,a1de82a2d99db4e70c1fe773a8d6149b12b193c6269127b1810760103d23416b,10376,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,782__repeat_5,782,3ecc068fc1d2742a259f5c10ac8c57d35f9564f379140016825ea96784549629,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,dbcb43925fe2843238e3f017f07cd6aa434eb213693f73033e560bf2bf2cfc00,10341,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3302__repeat_1,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,8385f3590238aa55a75408eff60e601ef9d700e69e600cfba2f5b0b471474c1a,10581,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3302__repeat_2,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,bed71e4457d4bfc45a73cefd5ac9b6bf2e019ad391c4f394570d745fcd4ec3db,10822,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3302__repeat_3,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,3d07df8c5b14e8eec9bacfd6a63ef86e7b0ca25e38b7a8acbba5af10952f723d,10391,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3302__repeat_4,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,13ece1cb3f132ea20280b5a5a024d686480b82248109170a2a556e23768674d6,10441,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3302__repeat_5,3302,e410def75336fa585b69c669fbc0038c96a9d6e87f30ab6a7e2952ce692d4538,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,a1448e64c1f4948ad419002bd65236e3050c78d04ed28743ecbc7e99a10e7720,10635,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3063__repeat_1,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,aacd3030d815a70e08e2fc253fc146bed127905d2fb2ef25e27528f72112b638,10531,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3063__repeat_2,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,bd74a4aa6d55520c3a12218d983d26ccb0b7d6775dc393a665e13dfea588a0a8,10251,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3063__repeat_3,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,5e6e5ee5d5916f7722d1a7809b26a8d97d2f46e17daf3ddf94f2743eb2eae2de,10012,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3063__repeat_4,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,98b7f4adaf202a6ad711505e9addc54e28390b964a06a32f31b9d6aee8869c58,10751,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3063__repeat_5,3063,56dcdd82ff9e3ab2ca9c1d084c9f579e0ae1b45cd28e3b680d6c10e5bdd51ed9,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,bc629e0567f46d818c5d723e7dae8cfffd5b32f4d53552702369ae7d406b50b0,10606,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2000__repeat_1,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,401ef02b6fcf0a1a001e8acd572906db6ec9a443a1a921d405e5742b78465447,10706,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2000__repeat_2,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,080bbddd4c73a3da9baf1e9afa766e13c78279fdcb980e0097ef880e14d196a4,10681,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2000__repeat_3,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,302aa2a4671fd24751b0db233774a4e624fe0609a1519ac1a8b447ef15a97756,10549,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2000__repeat_4,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,bca85e86bfd10b570357cb7f3e9c804c1af1fd83dc78c1cc96a6d0420ecb1a83,10543,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2000__repeat_5,2000,15d4d1d1ff184816c0bf44570498227e76bf969389bb9a2fe1b0c4227cd59c25,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,6be8bc4c6388ad7dcda6d3fd3d990171ac10b785279549fb74b9cb51d7cee083,10548,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2347__repeat_1,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,d5fc88cef03f3fb8c3742c5f702da13af82668739533482575f8b7fa823b188e,10371,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2347__repeat_2,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,132d5c8bfd5a8731b8f106999fe9964adccd27904e685024653684648263b704,10462,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2347__repeat_3,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,bdef172885f3bc7a1c4fa8f2bcaea022fa724d21d1b8ba606edc7c0b4eb25359,10456,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2347__repeat_4,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,0c9287dd90ec7c5d824d1ad09ce6cc759b62132b7a53aa9b418a08eb28913cf9,10370,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,2347__repeat_5,2347,39a00935bc98587142c5c0922d6654de1e3b6973a3af36233b73b5b114d5d498,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,e38a9ad9661bc7fd34c3e14504345cddebc8fb3134138d4ff1868aafe7ae8e1b,10607,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,59__repeat_1,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,035cf96a20765f86dc89b951d62f76fc23920f2ca96f80f9043eccee553a445c,10538,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,59__repeat_2,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,853732271737097f4469d12fd819be5f71624e6f9647da9786c150c88b5d8624,10511,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,59__repeat_3,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,2909c20ef43163e27b6eb442a63f0172080ef01e36d059ab81d8f8cde9856a1f,10643,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,59__repeat_4,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,ecf5dd57ac86be5629bd6b580b49133905b629668417b9380d3fb4f032fbbba5,10641,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,59__repeat_5,59,06c311562990db5caa6f964c11857faffe4a759d10d36eb808a5c0d25636e493,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,4a4f21a8815d5e9b4317d8e78e6f6d9a5977ee4182487f9c170e40ef4ee80b2c,10574,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4381__repeat_1,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,e2e8f1b4fa1a80f857c82275e1e2a0b37d18719d71ad72ff3e9f52c714ae79dc,10393,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4381__repeat_2,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,deddacd5f9762d1ee211504d69f9375f8a5940914478ddf043d92aa144913c6c,4750,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4381__repeat_3,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,40ace9b7591a793262eaf4e99293e25e97f3eece2159c3ed9dd30e460858a3e3,10497,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4381__repeat_4,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,0904be283171f3d55970e41a0c509dc74533965bd4dd8b73ffd04f0f20881e1c,10655,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4381__repeat_5,4381,adca1eb6a5a3dafd1bba03449242afacf6d1db27643817a54956cf5a2087ef2c,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,56139e0b1209aa9d21dd1a83495aa36fe09088609a8aff4f18495f09e6adcdcf,10399,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,547__repeat_1,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,30b60cc57113e0d5d540e7f850a26147145137518afbfc2c0993b83b1059e2e0,10661,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,547__repeat_2,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,5e10cd81680bab7a83f8179b9a0ccb5033d1efdca27cca1bc6146702bc473556,10165,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,547__repeat_3,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,3e8662925713a09f263aaefe37edbe6bad5d65f092b82d2b93ec725f4a776a6a,10827,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,547__repeat_4,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,940a3e8a50c73b96762a328cb7f63bdb5b3e486e95c451da12aeb985510f0400,10436,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,547__repeat_5,547,c7780f55f62699dae53797228a6d9391456c5b780a481a90175d5cfec9ee38fc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,df058a82b178f4525093f590803626cd08b74ccc6bc00573fcff9ba151072789,9613,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4477__repeat_1,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,404a7637d23075bbed9c4783355e9dd89375a46f713f418e52d83a8bb29352ca,10335,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4477__repeat_2,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,553161e4d2452bf153044a162ac3af6a3beae8bb2fe856701d04ee3b658486f8,10094,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4477__repeat_3,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,0c10cd765874e90d4aaffb0db8de13dac2d5f50667bfa3b8128c4d555f67cd61,10519,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4477__repeat_4,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,a62673ed9305f5f8234a8c22c2473689886c13e6751111a82c3feb06a444d139,10443,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4477__repeat_5,4477,76fc93f92893256698e42925ece8b43fe2fb67d48d980a1db0f370e347d1166a,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,4c621c325036286238c1f0c31cc2bcc9002ee9a4582fce0f984b06d3bf5d70ac,10550,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3959__repeat_1,3959,ba88e208cfdceb04167fe4c3252849acdcaedb85a399252b3ded8d1e2973fbfc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,48332416a35756272bb95f01740ecb022c035cb9e48e76188fc6785e7d7a60a3,3805,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3959__repeat_2,3959,ba88e208cfdceb04167fe4c3252849acdcaedb85a399252b3ded8d1e2973fbfc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,d57097f1cdbbcdb9ef8e1151f9fe0cdb9349224adb6d071100d5a7ad889c05da,821,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3959__repeat_3,3959,ba88e208cfdceb04167fe4c3252849acdcaedb85a399252b3ded8d1e2973fbfc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,5d97b551de145983b7c4a768d5e2a9bcfd7e666e4865a590ebce947c34850c45,10561,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3959__repeat_4,3959,ba88e208cfdceb04167fe4c3252849acdcaedb85a399252b3ded8d1e2973fbfc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,8fc48c3c777c987643096c1812ce93b0af892de7dc2e50cdc577086bef0bfab6,10427,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,3959__repeat_5,3959,ba88e208cfdceb04167fe4c3252849acdcaedb85a399252b3ded8d1e2973fbfc,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,7220d0a74c4c5913e42f9d404ced9afb48293d75eb67dda30fb19b0548f45825,10495,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4699__repeat_1,4699,4d0f96d2020240cc8ca6206963584103f064e77ef926e53515e7ab004f2643f8,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,0bb459b5297daf372fd082da4d50d0d689a395c52a22d22640941377fcd05552,10526,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
deepseekcoder,ROME,A,4699__repeat_2,4699,4d0f96d2020240cc8ca6206963584103f064e77ef926e53515e7ab004f2643f8,knowledgeEdit/results/rq2_cross_task_20260611/deepseekcoder/ROME/fold_A/test100_case_repeat5/rq2_details.jsonl,7bc3a489ad50b3cfbc2d30c70eef77a14cbcd7f6aa920e2b46022db609c29145,10625,answer_fallback,False,False,no_code,no_code,False,False,False,[],,
