model,method,fold,generation_id,ast_status,token_error,import_candidates,rejected_import_statements,import_count,ast_set_equal,ast_missing,ast_extra
deepseekcoder,Base,A,547__repeat_2,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,547__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,547__repeat_4,ast_ok,,7,0,7,1,[],[]
deepseekcoder,Base,A,547__repeat_5,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,4477__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,4477__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4477__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4477__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4477__repeat_5,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,3959__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,3959__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,3959__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,3959__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,3959__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4699__repeat_1,ast_ok,,2,0,1,1,[],[]
deepseekcoder,Base,A,4699__repeat_2,ast_ok,,2,0,1,1,[],[]
deepseekcoder,Base,A,4699__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4699__repeat_4,ast_ok,,2,0,1,1,[],[]
deepseekcoder,Base,A,4699__repeat_5,ast_ok,,2,0,1,1,[],[]
deepseekcoder,Base,A,4789__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4789__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4789__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4789__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4789__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,562__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,562__repeat_2,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,562__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,562__repeat_4,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,562__repeat_5,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,2773__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2773__repeat_2,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2773__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2773__repeat_4,ast_ok,,8,0,8,1,[],[]
deepseekcoder,Base,A,2773__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2431__repeat_1,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,2431__repeat_2,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2431__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2431__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2431__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1178__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1178__repeat_2,parse_failure,,3,0,3,,,
deepseekcoder,Base,A,1178__repeat_3,parse_failure,,3,0,3,,,
deepseekcoder,Base,A,1178__repeat_4,parse_failure,,4,0,4,,,
deepseekcoder,Base,A,1178__repeat_5,ast_ok,,4,0,2,1,[],[]
deepseekcoder,Base,A,1947__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1947__repeat_2,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,1947__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1947__repeat_4,parse_failure,,3,1,2,,,
deepseekcoder,Base,A,1947__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,3002__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3002__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,3002__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3002__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3002__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2379__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2379__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2379__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2379__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2379__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1767__repeat_1,parse_failure,,0,0,0,,,
deepseekcoder,Base,A,1767__repeat_2,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1767__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1767__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1767__repeat_5,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,3359__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3359__repeat_2,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3359__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3359__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3359__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1630__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1630__repeat_2,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1630__repeat_3,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,1630__repeat_4,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1630__repeat_5,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2941__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2941__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2941__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2941__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2941__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1424__repeat_1,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1424__repeat_2,parse_failure,,4,0,4,,,
deepseekcoder,Base,A,1424__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1424__repeat_4,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1424__repeat_5,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1366__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1366__repeat_2,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1366__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1366__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1366__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1981__repeat_1,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1981__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1981__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1981__repeat_4,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1981__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1085__repeat_1,parse_failure,,6,0,6,,,
deepseekcoder,Base,A,1085__repeat_2,parse_failure,"TokenError: ('EOF in multi-line statement', (27, 0))",18,0,14,,,
deepseekcoder,Base,A,1085__repeat_3,parse_failure,,6,0,6,,,
deepseekcoder,Base,A,1085__repeat_4,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,1085__repeat_5,parse_failure,,5,0,5,,,
deepseekcoder,Base,A,4720__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4720__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4720__repeat_3,parse_failure,,0,0,0,,,
deepseekcoder,Base,A,4720__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4720__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2609__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2609__repeat_2,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2609__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2609__repeat_4,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,2609__repeat_5,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,4525__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4525__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4525__repeat_3,ast_ok,,7,0,7,1,[],[]
deepseekcoder,Base,A,4525__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4525__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,682__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,682__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,682__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,682__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,682__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2939__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2939__repeat_2,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2939__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2939__repeat_4,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2939__repeat_5,ast_ok,,2,0,1,1,[],[]
deepseekcoder,Base,A,88__repeat_1,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,88__repeat_2,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,88__repeat_3,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,88__repeat_4,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,88__repeat_5,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1871__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1871__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1871__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1871__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1871__repeat_5,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,4863__repeat_1,ast_ok,,7,0,6,1,[],[]
deepseekcoder,Base,A,4863__repeat_2,parse_failure,,2,0,2,,,
deepseekcoder,Base,A,4863__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4863__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4863__repeat_5,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,4809__repeat_1,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,4809__repeat_2,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,4809__repeat_3,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,4809__repeat_4,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,4809__repeat_5,parse_failure,,3,0,3,,,
deepseekcoder,Base,A,3994__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,3994__repeat_2,parse_failure,,3,0,3,,,
deepseekcoder,Base,A,3994__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3994__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,3994__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1217__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1217__repeat_2,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1217__repeat_3,parse_failure,,3,0,3,,,
deepseekcoder,Base,A,1217__repeat_4,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,1217__repeat_5,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1293__repeat_1,ast_ok,,2,0,1,1,[],[]
deepseekcoder,Base,A,1293__repeat_2,ast_ok,,8,0,1,1,[],[]
deepseekcoder,Base,A,1293__repeat_3,ast_ok,,16,0,1,1,[],[]
deepseekcoder,Base,A,1293__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1293__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,241__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,241__repeat_2,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,241__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,241__repeat_4,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,241__repeat_5,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,3916__repeat_1,parse_failure,,0,0,0,,,
deepseekcoder,Base,A,3916__repeat_2,parse_failure,,0,0,0,,,
deepseekcoder,Base,A,3916__repeat_3,ast_ok,,0,0,0,1,[],[]
deepseekcoder,Base,A,3916__repeat_4,parse_failure,,0,0,0,,,
deepseekcoder,Base,A,3916__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4659__repeat_1,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,4659__repeat_2,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,4659__repeat_3,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,4659__repeat_4,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,4659__repeat_5,ast_ok,,7,0,7,1,[],[]
deepseekcoder,Base,A,84__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,84__repeat_2,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,84__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,84__repeat_4,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,84__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4355__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,4355__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4355__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4355__repeat_4,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,4355__repeat_5,ast_ok,,7,0,7,1,[],[]
deepseekcoder,Base,A,2010__repeat_1,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,2010__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2010__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2010__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2010__repeat_5,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,1683__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1683__repeat_2,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1683__repeat_3,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,1683__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1683__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,250__repeat_1,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,250__repeat_2,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,250__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,250__repeat_4,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,250__repeat_5,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,4887__repeat_1,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,4887__repeat_2,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,4887__repeat_3,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,4887__repeat_4,ast_ok,,7,0,7,1,[],[]
deepseekcoder,Base,A,4887__repeat_5,ast_ok,,7,0,7,1,[],[]
deepseekcoder,Base,A,4729__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,4729__repeat_2,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,4729__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4729__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,4729__repeat_5,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2222__repeat_1,parse_failure,,4,0,4,,,
deepseekcoder,Base,A,2222__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2222__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2222__repeat_4,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2222__repeat_5,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,1645__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1645__repeat_2,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,1645__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1645__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1645__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2483__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2483__repeat_2,ast_ok,,3,0,2,1,[],[]
deepseekcoder,Base,A,2483__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2483__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2483__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2496__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2496__repeat_2,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2496__repeat_3,ast_ok,,6,0,6,1,[],[]
deepseekcoder,Base,A,2496__repeat_4,ast_ok,,7,0,7,1,[],[]
deepseekcoder,Base,A,2496__repeat_5,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,3508__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,3508__repeat_2,ast_ok,,5,0,5,1,[],[]
deepseekcoder,Base,A,3508__repeat_3,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,3508__repeat_4,ast_ok,,4,0,2,1,[],[]
deepseekcoder,Base,A,3508__repeat_5,ast_ok,,3,0,2,1,[],[]
deepseekcoder,Base,A,2480__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2480__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2480__repeat_3,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2480__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2480__repeat_5,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,2882__repeat_1,parse_failure,,3,0,3,,,
deepseekcoder,Base,A,2882__repeat_2,parse_failure,,5,0,5,,,
deepseekcoder,Base,A,2882__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2882__repeat_4,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,2882__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,146__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,146__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,146__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,146__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,146__repeat_5,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1020__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1020__repeat_2,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1020__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1020__repeat_4,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,1020__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4521__repeat_1,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,4521__repeat_2,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4521__repeat_3,parse_failure,,1,0,1,,,
deepseekcoder,Base,A,4521__repeat_4,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,4521__repeat_5,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,2026__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2026__repeat_2,parse_failure,,1,1,0,,,
deepseekcoder,Base,A,2026__repeat_3,parse_failure,,0,0,0,,,
deepseekcoder,Base,A,2026__repeat_4,parse_failure,,1,1,0,,,
deepseekcoder,Base,A,2026__repeat_5,parse_failure,,1,1,0,,,
deepseekcoder,Base,A,540__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,540__repeat_2,parse_failure,,2,0,2,,,
deepseekcoder,Base,A,540__repeat_3,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,540__repeat_4,parse_failure,,2,0,2,,,
deepseekcoder,Base,A,540__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1798__repeat_1,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1798__repeat_2,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,1798__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,1798__repeat_4,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,1798__repeat_5,ast_ok,,3,0,3,1,[],[]
deepseekcoder,Base,A,399__repeat_1,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,399__repeat_2,parse_failure,,3,0,3,,,
deepseekcoder,Base,A,399__repeat_3,ast_ok,,1,0,1,1,[],[]
deepseekcoder,Base,A,399__repeat_4,parse_failure,,3,0,3,,,
deepseekcoder,Base,A,399__repeat_5,ast_ok,,2,0,2,1,[],[]
deepseekcoder,Base,A,2364__repeat_1,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,2364__repeat_2,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,2364__repeat_3,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,2364__repeat_4,ast_ok,,4,0,4,1,[],[]
deepseekcoder,Base,A,2364__repeat_5,ast_ok,,3,0,3,1,[],[]
