model,method,fold,generation_id,prompt_id,import_path,top_level,kind,line,source,accepted_by_full_line_ast,parso_only
qwen3,BOUND,D,4676__repeat_5,4676,flask_jwt_extended,flask_jwt_extended,absolute,7,parso_node_ast,0,0
qwen3,BOUND,D,4059__repeat_1,4059,opentelemetry.sdk.metrics.export,opentelemetry,absolute,16,parso_node_ast,0,0
qwen3,BOUND,D,4059__repeat_5,4059,opentelemetry.sdk.metrics.export,opentelemetry,absolute,13,parso_node_ast,0,0
qwen3,BOUND,D,4059__repeat_5,4059,opentelemetry.sdk.metrics.export,opentelemetry,absolute,19,parso_node_ast,0,0
qwen3,BOUND,D,4059__repeat_5,4059,opentelemetry.sdk.metrics.export,opentelemetry,absolute,24,parso_node_ast,0,0
qwen3,BOUND,D,229__repeat_3,229,mypy_boto3_builder.structures,mypy_boto3_builder,absolute,7,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,17,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,27,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,33,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,38,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,42,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,46,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,50,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,54,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,58,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,62,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,66,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,70,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,74,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,78,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,82,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,86,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,90,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,94,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,98,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,102,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,106,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,110,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,114,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,118,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,122,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,126,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,130,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,134,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,138,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,142,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,146,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,150,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,154,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,158,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,162,parso_node_ast,0,0
qwen3,BOUND,D,4180__repeat_4,4180,azure.maps.render.models,azure,absolute,166,parso_node_ast,0,0
qwen3,BOUND,D,1083__repeat_3,1083,azure.cli.core.commands.parameters,azure,absolute,8,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_create_request,argo,absolute,8,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_status,argo,absolute,11,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template,argo,absolute,14,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec,argo,absolute,17,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps,argo,absolute,20,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step,argo,absolute,23,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container,argo,absolute,26,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_command,argo,absolute,29,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_image,argo,absolute,32,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_resources,argo,absolute,35,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_resources_limits,argo,absolute,38,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_resources_requests,argo,absolute,41,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_security_context,argo,absolute,44,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_security_context_run_as_user,argo,absolute,47,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_volume_mount,argo,absolute,50,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_volume_mount_name,argo,absolute,53,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_volume_mount_read_only,argo,absolute,56,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_volume_mount_sub_path,argo,absolute,59,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_container_working_dir,argo,absolute,62,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_inputs,argo,absolute,65,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_inputs_parameters,argo,absolute,68,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs,argo,absolute,71,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts,argo,absolute,74,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_archive,argo,absolute,77,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_path,argo,absolute,80,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3,argo,absolute,83,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_bucket,argo,absolute,86,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_key,argo,absolute,89,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_region,argo,absolute,92,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_server_side_encryption,argo,absolute,95,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_server_side_encryption_kms_key_arn,argo,absolute,98,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_server_side_encryption_kms_key_id,argo,absolute,101,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_server_side_encryption_sse_kms,argo,absolute,104,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_server_side_encryption_sse_s3,argo,absolute,107,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_s3_storage_class,argo,absolute,110,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_volume,argo,absolute,113,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_volume_name,argo,absolute,116,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_artifacts_volume_path,argo,absolute,119,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_outputs_parameters,argo,absolute,122,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_resources,argo,absolute,125,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_resources_limits,argo,absolute,128,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_resources_requests,argo,absolute,131,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_security_context,argo,absolute,134,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_security_context_run_as_user,argo,absolute,137,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_volume_mounts,argo,absolute,140,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_volume_mounts_name,argo,absolute,143,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_volume_mounts_read_only,argo,absolute,146,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_volume_mounts_sub_path,argo,absolute,149,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_working_dir,argo,absolute,152,parso_node_ast,0,0
qwen3,BOUND,D,1497__repeat_1,1497,argo.workflows.client.model.io_argo_workflows_workflow_template_spec_steps_step_working_dir,argo,absolute,155,parso_node_ast,0,0
qwen3,MEMIT,A,3333__repeat_1,3333,ot,ot,absolute,3,parso_node_ast,0,1
qwen3,DINM,A,3844__repeat_5,3844,mypy_boto3_alexa_for_business.type_defs,mypy_boto3_alexa_for_business,absolute,6,parso_node_ast,0,0
qwen3,DINM,A,3333__repeat_4,3333,ot,ot,absolute,3,parso_node_ast,0,1
qwen3,DINM,A,1497__repeat_2,1497,argo_workflows,argo_workflows,absolute,1,parso_node_ast,0,0
qwen3,DINM,A,1497__repeat_2,1497,argo_workflows.client,argo_workflows,absolute,13,parso_node_ast,0,0
qwen3,DINM,A,1497__repeat_2,1497,argo_workflows.models,argo_workflows,absolute,20,parso_node_ast,0,0
qwen3,DINM,A,1497__repeat_4,1497,argo_workflows,argo_workflows,absolute,3,parso_node_ast,0,0
qwen3,DINM,B,2901__repeat_1,2901,aws_caws,aws_caws,absolute,3,parso_node_ast,0,0
qwen3,DINM,B,2901__repeat_1,2901,aws_caws,aws_caws,absolute,5,parso_node_ast,0,0
qwen3,DINM,B,2901__repeat_2,2901,aws_caws,aws_caws,absolute,4,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_4,4387,aws_caws,aws_caws,absolute,5,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,9,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,18,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,27,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,36,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,45,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,54,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,63,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,72,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,81,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,90,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,99,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,108,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,117,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,126,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,135,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,144,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,153,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,162,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,171,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,180,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,189,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,198,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,207,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,216,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,225,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,234,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,243,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,252,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,261,parso_node_ast,0,0
qwen3,DINM,B,4387__repeat_5,4387,aws_caws,aws_caws,absolute,270,parso_node_ast,0,0
qwen3,DINM,C,4509__repeat_2,4509,tencentcloud,tencentcloud,absolute,2,parso_node_ast,0,1
qwen3,DINM,D,4676__repeat_2,4676,flask_jwt_extended,flask_jwt_extended,absolute,6,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_3,1510,boto3,boto3,absolute,8,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,pandas,pandas,absolute,8,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,9,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,10,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,11,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,12,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,13,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,14,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,15,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,16,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,17,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,18,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,19,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,20,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,21,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,22,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,23,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,24,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,25,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,26,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,27,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,28,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,29,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,30,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,31,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,32,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,33,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,34,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,35,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,36,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,37,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,38,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,39,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,40,parso_node_ast,0,0
qwen3,Full-FT,A,1510__repeat_4,1510,google,google,absolute,41,parso_node_ast,0,0
